@ NAME             %09s "PTC_TWISS"
 "LT.BEC1"              2.14700    0.00000    0.00000
 "DRIFT_5"              2.41000    0.00000    0.00000
 "LT.BCT10"             2.41000    0.00000    0.00000
 "DRIFT_6"              2.64950    0.00000    0.00000
 "LT.QDN12"             2.90450    0.00000    0.00000
 "DRIFT_7"              3.08900    0.00000    0.00000
 "LT.BHZ10"             3.59500    0.00000    0.00000
 "DRIFT_8"              5.48500    0.00000    0.00000
 "LT.VPI11"             5.48500    0.00000    0.00000
 "DRIFT_9"              7.33450    0.00000    0.00000
 "LT.QFN20"             7.58950    0.00000    0.00000
 "DRIFT_10"             7.84700    0.00000    0.00000
 "LT.BEC2"              7.84700    0.00000    0.00000
 "DRIFT_11"             8.33450    0.00000    0.00000
 "LT.QDN22"             8.58950    0.00000    0.00000
 "DRIFT_12"            11.72220    0.00000    0.00000
 "LT.DHZ20"            11.72220    0.00000    0.00000
 "LT.DVT20"            11.72220    0.00000    0.00000
 "DRIFT_13"            13.19450    0.00000    0.00000
 "LT.QFN30"            13.44950    0.00000    0.00000
 "DRIFT_14"            14.20450    0.00000    0.00000
 "LT.QDN32"            14.45950    0.00000    0.00000
 "DRIFT_15"            15.13200    0.00000    0.00000
 "LT.VPI2"             15.13200    0.00000    0.00000
 "DRIFT_16"            17.17750    0.00000    0.00000
 "LT.BPM20"            17.17750    0.00000    0.00000
 "DRIFT_17"            18.28200    0.00000    0.00000
 "LT.VGP11"            18.28200    0.00000    0.00000
 "DRIFT_18"            18.84450    0.00000    0.00000
 "LT.QFN40"            19.09950    0.00000    0.00000
 "DRIFT_19"            19.84450    0.00000    0.00000
 "LT.QDN42"            20.09950    0.00000    0.00000
 "DRIFT_20"            20.39200    0.00000    0.00000
 "LT.DHZ30"            20.39200    0.00000    0.00000
 "LT.DVT30"            20.39200    0.00000    0.00000
 "DRIFT_21"            20.99500    0.00000    0.00000
 "LT.BPM30"            20.99500    0.00000    0.00000
 "DRIFT_22"            21.74700    0.00000    0.00000
 "LT.CDB10"            21.74700    0.00000    0.00000
 "DRIFT_23"            22.69250    0.00000    0.00000
 "LT.BCT20"            22.69250    0.00000    0.00000
 "DRIFT_24"            23.48437    0.00000    0.00000
 "LT.BHZ20"            24.53277    0.14542    0.00000
 "DRIFT_25"            25.26713    0.34782    0.00000
 "LT.VGP12"            25.26713    0.34782    0.00000
 "DRIFT_26"            26.11513    0.58154    0.00000
 "LT.STP10"            26.11513    0.58154    0.00000
 "DRIFT_27"            29.36513    1.47728    0.00000
 "LT.BEC3"             29.36513    1.47728    0.00000
 "DRIFT_28"            30.50763    1.79217    0.00000
 "LT.QFN50"            30.76263    1.77925    0.00000
 "DRIFT_29"            31.58513    1.46989    0.00000
 "LT.VPI14"            31.58513    1.46989    0.00000
 "DRIFT_30"            32.00513    1.31192    0.00000
 "LT.BEC4"             32.00513    1.31192    0.00000
 "DRIFT_31"            32.36613    1.17614    0.00000
 "LT.BCT30"            32.36613    1.17614    0.00000
 "DRIFT_32"            32.88513    0.98093    0.00000
 "LT.DHZ40"            32.88513    0.98093    0.00000
 "LT.DVT40"            32.88513    0.98093    0.00000
 "DRIFT_33"            34.04513    0.54463    0.00000
 "LT.BPM40"            34.04513    0.54463    0.00000
 "DRIFT_34"            34.70763    0.29545    0.00000
 "LT.QDN55"            34.96263    0.20654    0.00000
 "DRIFT_35"            35.19714    0.13048    0.00000
 "LT.VVS20"            35.19714    0.13048    0.00000
 "DRIFT_36"            39.57764   -1.29026    0.00000
 "LT.QFN60"            39.83264   -1.34349    0.00000
 "DRIFT_37"            41.48564   -1.49490    0.00000
 "LT.QDN65"            41.74064   -1.55211    0.00000
 "DRIFT_38"            42.01042   -1.64892    0.00000
 "LT.BHZ25"            42.41586   -1.79441    0.00000
 "DRIFT_39"            43.51014   -2.18709    0.00000
 "LT.VPI25"            43.51014   -2.18709    0.00000
 "DRIFT_40"            46.10614   -3.11865    0.00000
 "LT.VPI26"            46.10614   -3.11865    0.00000
 "DRIFT_41"            46.51414   -3.26506    0.00000
 "LT.QFW70"            46.97614   -3.21631    0.00000
 "DRIFT_42"            50.00764   -1.49575    0.00000
 "LT.QDN75"            50.26264   -1.38069    0.00000
 "DRIFT_43"            51.10514   -1.09595    0.00000
 "LT.DHZ50"            51.10514   -1.09595    0.00000
 "LT.DVT50"            51.10514   -1.09595    0.00000
 "DRIFT_44"            51.73914   -0.88168    0.00000
 "LT.BCT40"            51.73914   -0.88168    0.00000
 "DRIFT_45"            52.22714   -0.71675    0.00000
 "LT.BPM50"            52.78314   -0.52884    0.00000
 "DRIFT_46"            53.47286   -0.29574    0.00000
 "ENDLT"               53.47286   -0.29574    0.00000
 "LT$END"              53.47286   -0.29574    0.00000
 "DRIFT_47"            53.47287   -0.29573    0.00000
 "LTB$START"           53.47287   -0.29573    0.00000
 "BEGLTB"              53.47287   -0.29573    0.00000
 "LT.BHZ30"            54.52432   -0.12690    0.00000
 "DRIFT_48"            55.21204   -0.14118    0.00000
 "LTB.DHZ10"           55.21204   -0.14118    0.00000
 "LTB.DVT10"           55.21204   -0.14118    0.00000
 "DRIFT_49"            55.74554   -0.15226    0.00000
 "LTB.STP10"           55.74554   -0.15226    0.00000
 "DRIFT_50"            56.13204   -0.16029    0.00000
 "LTB.VVS10"           56.13204   -0.16029    0.00000
 "DRIFT_51"            56.62954   -0.17063    0.00000
 "LTB.VPI11"           56.62954   -0.17063    0.00000
 "DRIFT_52"            58.16454   -0.20252    0.00000
 "LTB.QFN10"           58.41954   -0.19844    0.00000
 "DRIFT_19"            59.16454   -0.15935    0.00000
 "LTB.QDN20"           59.41954   -0.14925    0.00000
 "DRIFT_53"            59.73004   -0.14088    0.00000
 "LTB.MSF30"           59.73004   -0.14088    0.00000
 "DRIFT_54"            60.43754   -0.12179    0.00000
 "LTB.BPM10"           60.43754   -0.12179    0.00000
 "DRIFT_55"            60.80504   -0.11188    0.00000
 "LTB.BCT49"           60.80504   -0.11188    0.00000
 "DRIFT_56"            61.14204   -0.10279    0.00000
 "LTB.DHZ20"           61.14204   -0.10279    0.00000
 "LTB.DVT20"           61.14204   -0.10279    0.00000
 "DRIFT_57"            64.07104   -0.02377    0.00000
 "LTB.BCT50"           64.07104   -0.02377    0.00000
 "DRIFT_58"            64.58104   -0.01001    0.00000
 "LTB.BCT55"           64.58104   -0.01001    0.00000
 "DRIFT_59"            67.64204    0.07257    0.00000
 "LTB.BPM20"           67.64204    0.07257    0.00000
 "DRIFT_60"            68.14204    0.08605    0.00000
 "LTB.DHZ30"           68.14204    0.08605    0.00000
 "LTB.DVT30"           68.14204    0.08605    0.00000
 "DRIFT_61"            68.81154    0.10412    0.00000
 "LTB.QFW30"           69.27254    0.11102    0.00000
 "DRIFT_62"            69.81154    0.11248    0.00000
 "LTB.QDW40"           70.27254    0.12120    0.00000
 "DRIFT_63"            74.92104    0.28659    0.00000
 "LTB.BCT59"           74.92104    0.28659    0.00000
 "DRIFT_64"            75.46404    0.30591    0.00000
 "LTB.VPI12"           75.46404    0.30591    0.00000
 "DRIFT_65"            75.91404    0.32192    0.00000
 "LTB.VGR01"           75.91404    0.32192    0.00000
 "DRIFT_66"            77.98004    0.39543    0.00000
 "LTB.VPI13"           77.98004    0.39543    0.00000
 "DRIFT_67"            78.51004    0.41428    0.00000
 "LTB.MSF40"           78.51004    0.41428    0.00000
 "DRIFT_68"            78.94204    0.42965    0.00000
 "LTB.BCT60"           78.94204    0.42965    0.00000
 "DRIFT_69"            79.36154    0.44458    0.00000
 "LTB.QFW50"           79.82254    0.42536    0.00000
 "DRIFT_70"            80.66154    0.32648    0.00000
 "LTB.QDW60"           81.12254    0.29919    0.00000
 "DRIFT_69"            81.54204    0.29825    0.00000
 "LTB.DHZ40"           81.54204    0.29825    0.00000
 "LTB.DVT40"           81.54204    0.29825    0.00000
 "DRIFT_71"            82.04604    0.29712    0.00000
 "LTB.BPM30"           82.04604    0.29712    0.00000
 "DRIFT_72"            82.70804    0.29563    0.00000
 "ENDLTB"              82.70804    0.29563    0.00000
 "LTB$END"             82.70804    0.29563    0.00000
 "BI1$START"           82.70804    0.29563    0.00000
 "BEGBI"               82.70804    0.29563    0.00000
 "LTB.BHZ40"           83.60804    0.29361    0.00000
 "DRIFT_73"            84.28804    0.29209    0.00000
 "BI.VPI11"            84.28804    0.29209    0.00000
 "DRIFT_74"            89.27204    0.28091    0.00000
 "BI.DHZ10"            89.27204    0.28091    0.00000
 "BI.DVT10"            89.27204    0.28091    0.00000
 "DRIFT_75"            89.75904    0.27981    0.00000
 "BI.BPM00"            89.75904    0.27981    0.00000
 "DRIFT_76"            90.66104    0.27779    0.00000
 "BI.BTV10"            90.66104    0.27779    0.00000
 "DRIFT_77"            91.23704    0.27650    0.00000
 "BI.STPFA10"          91.23704    0.27650    0.00000
 "DRIFT_78"            94.46304    0.26926    0.00000
 "BI.STPSW10"          94.46304    0.26926    0.00000
 "DRIFT_79"            95.21204    0.26758    0.00000
 "BI.BPM10"            95.21204    0.26758    0.00000
 "DRIFT_80"            95.69204    0.26650    0.00000
 "BI.DHZ20"            95.69204    0.26650    0.00000
 "BI.DVT20"            95.69204    0.26650    0.00000
 "DRIFT_81"            96.10104    0.26558    0.00000
 "BI.QNO10"            96.56304    0.23335    0.00000
 "DRIFT_82"            97.10104    0.16098    0.00000
 "BI.QNO20"            97.56304    0.11871    0.00000
 "DRIFT_83"           104.41364   -0.24244    0.00000
 "BI.BPM20"           104.41364   -0.24244    0.00000
 "DRIFT_84"           104.86324   -0.26615    0.00000
 "BI.BCT10"           104.86324   -0.26615    0.00000
 "DRIFT_85"           105.24244   -0.28614    0.00000
 "BI.VVS10"           105.24244   -0.28614    0.00000
 "DRIFT_86"           105.32654   -0.29057    0.00000
 "BI.DVT30"           105.62154   -0.30612   -0.00025
 "DRIFT_87"           105.86504   -0.31896   -0.00066
 "BI.BTV20"           105.86504   -0.31896   -0.00066
 "DRIFT_88"           106.45174   -0.34989   -0.00165
 "BI.QNO30"           106.91374   -0.34674   -0.00278
 "DRIFT_89"           107.29405   -0.32157   -0.00401
 "BI.BPM30"           107.29405   -0.32157   -0.00401
 "DRIFT_90"           107.70120   -0.29462   -0.00534
 "BI.QNO40"           108.16320   -0.29437   -0.00567
 "DRIFT_91"           108.42405   -0.31134   -0.00518
 "BI.DIS0"            108.82405   -0.33736   -0.00444
 "DRIFT_92"           108.83405   -0.33801   -0.00442
 "BI1.DIS1"           109.23405   -0.36404   -0.00290
 "DRIFT_93"           109.24405   -0.36469   -0.00284
 "BI1.DIS2"           109.64406   -0.39071    0.00017
 "DRIFT_94"           109.65406   -0.39136    0.00026
 "BI1.DIS3"           110.05407   -0.41739    0.00471
 "DRIFT_95"           110.06407   -0.41804    0.00484
 "BI1.DIS4"           110.46411   -0.44406    0.01064
 "DRIFT_96"           110.64712   -0.45596    0.01358
 "BI1.DVT40"          110.97414   -0.47717    0.01773
 "DRIFT_97"           112.67569   -0.58768    0.03353
 "BI.VPI12"           112.67569   -0.58768    0.03353
 "DRIFT_98"           116.89381   -0.86161    0.07270
 "BI.BTV30"           116.89381   -0.86161    0.07270
 "DRIFT_99"           117.45632   -0.89815    0.07793
 "BI1.SMV10"          118.42137   -0.95824    0.16589
 "DRIFT_100"          118.59192   -0.96837    0.19537
 "BI.SMVHDP"          118.59192   -0.96837    0.19537
 "DRIFT_101"          121.37500   -1.13372    0.67645
 "BI1.BVT10"          122.09591   -1.16032    0.73760
 "DRIFT_102"          122.40425   -1.16385    0.73732
 "BI1.QNO50"          122.87025   -1.02828    0.82976
 "DRIFT_103"          123.15425   -0.86320    0.94499
 "BI1.QNO60"          123.62025   -0.70403    0.99514
 "DRIFT_104"          123.94525   -0.66574    0.93157
 "BI1.DHZ50"          123.94525   -0.66574    0.93157
 "BI1.DVT50"          123.94525   -0.66574    0.93157
 "DRIFT_105"          124.51225   -0.59893    0.82067
 "BI1.BPM40"          124.51225   -0.59893    0.82067
 "DRIFT_106"          125.69425   -0.45965    0.58949
 "BI1.BTV40"          125.69425   -0.45965    0.58949
 "DRIFT_107"          126.24075   -0.39526    0.48260
 "BI1.VPI14"          126.24075   -0.39526    0.48260
 "DRIFT_108"          126.63925   -0.34830    0.40465
 "BI1.BCT20"          126.63925   -0.34830    0.40465
 "DRIFT_109"          127.08525   -0.29575    0.31742
 "BI1.BPM50"          127.08525   -0.29575    0.31742
 "DRIFT_110"          127.60725   -0.23424    0.21532
 "BI1.VVS20"          127.60725   -0.23424    0.21532
 "DRIFT_111"          130.00725    0.04855   -0.25409
 "BI1.DHZ70"          130.00725    0.04855   -0.25409
 "BI1.DVT70"          130.00725    0.04855   -0.25409
 "DRIFT_112"          131.26445    0.19669   -0.49998
 "BI1.INJPT"          131.26445    0.19669   -0.49998
 "BI1$END"            131.26445    0.19669   -0.49998
 "LTLTBBI$END"        131.26445    0.19669   -0.49998
