@ NAME             %09s "PTC_TWISS"
 "LT.BEC1"              2.14700    0.00000    0.00000
 "DRIFT_5"              2.41000    0.00000    0.00000
 "LT.BCT10"             2.41000    0.00000    0.00000
 "DRIFT_6"              2.64950    0.00000    0.00000
 "LT.QDN12"             2.90450    0.00000    0.00000
 "DRIFT_7"              3.08900    0.00000    0.00000
 "LT.BHZ10"             3.59500    0.00000    0.00000
 "DRIFT_8"              5.48500    0.00000    0.00000
 "LT.VPI11"             5.48500    0.00000    0.00000
 "DRIFT_9"              7.33450    0.00000    0.00000
 "LT.QFN20"             7.58950    0.00000    0.00000
 "DRIFT_10"             7.84700    0.00000    0.00000
 "LT.BEC2"              7.84700    0.00000    0.00000
 "DRIFT_11"             8.33450    0.00000    0.00000
 "LT.QDN22"             8.58950    0.00000    0.00000
 "DRIFT_12"            11.72220    0.00000    0.00000
 "LT.DHZ20"            11.72220    0.00000    0.00000
 "LT.DVT20"            11.72220    0.00000    0.00000
 "DRIFT_13"            13.19450    0.00000    0.00000
 "LT.QFN30"            13.44950    0.00000    0.00000
 "DRIFT_14"            14.20450    0.00000    0.00000
 "LT.QDN32"            14.45950    0.00000    0.00000
 "DRIFT_15"            15.13200    0.00000    0.00000
 "LT.VPI2"             15.13200    0.00000    0.00000
 "DRIFT_16"            17.17750    0.00000    0.00000
 "LT.BPM20"            17.17750    0.00000    0.00000
 "DRIFT_17"            18.28200    0.00000    0.00000
 "LT.VGP11"            18.28200    0.00000    0.00000
 "DRIFT_18"            18.84450    0.00000    0.00000
 "LT.QFN40"            19.09950    0.00000    0.00000
 "DRIFT_19"            19.84450    0.00000    0.00000
 "LT.QDN42"            20.09950    0.00000    0.00000
 "DRIFT_20"            20.39200    0.00000    0.00000
 "LT.DHZ30"            20.39200    0.00000    0.00000
 "LT.DVT30"            20.39200    0.00000    0.00000
 "DRIFT_21"            20.99500    0.00000    0.00000
 "LT.BPM30"            20.99500    0.00000    0.00000
 "DRIFT_22"            21.74700    0.00000    0.00000
 "LT.CDB10"            21.74700    0.00000    0.00000
 "DRIFT_23"            22.69250    0.00000    0.00000
 "LT.BCT20"            22.69250    0.00000    0.00000
 "DRIFT_24"            23.48437    0.00000    0.00000
 "LT.BHZ20"            24.53277    0.46305    0.00000
 "DRIFT_25"            25.26713    1.10754    0.00000
 "LT.VGP12"            25.26713    1.10754    0.00000
 "DRIFT_26"            26.11513    1.85175    0.00000
 "LT.STP10"            26.11513    1.85175    0.00000
 "DRIFT_27"            29.36513    4.70397    0.00000
 "LT.BEC3"             29.36513    4.70397    0.00000
 "DRIFT_28"            30.50763    5.70664    0.00000
 "LT.QFN50"            30.76263    5.66551    0.00000
 "DRIFT_29"            31.58513    4.68045    0.00000
 "LT.VPI14"            31.58513    4.68045    0.00000
 "DRIFT_30"            32.00513    4.17743    0.00000
 "LT.BEC4"             32.00513    4.17743    0.00000
 "DRIFT_31"            32.36613    3.74508    0.00000
 "LT.BCT30"            32.36613    3.74508    0.00000
 "DRIFT_32"            32.88513    3.12350    0.00000
 "LT.DHZ40"            32.88513    3.12350    0.00000
 "LT.DVT40"            32.88513    3.12350    0.00000
 "DRIFT_33"            34.04513    1.73423    0.00000
 "LT.BPM40"            34.04513    1.73423    0.00000
 "DRIFT_34"            34.70763    0.94078    0.00000
 "LT.QDN55"            34.96263    0.65765    0.00000
 "DRIFT_35"            35.19714    0.41547    0.00000
 "LT.VVS20"            35.19714    0.41547    0.00000
 "DRIFT_36"            39.57764   -4.10848    0.00000
 "LT.QFN60"            39.83264   -4.27797    0.00000
 "DRIFT_37"            41.48564   -4.76007    0.00000
 "LT.QDN65"            41.74064   -4.94226    0.00000
 "DRIFT_38"            42.01042   -5.25052    0.00000
 "LT.BHZ25"            42.41586   -5.71379    0.00000
 "DRIFT_39"            43.51014   -6.96416    0.00000
 "LT.VPI25"            43.51014   -6.96416    0.00000
 "DRIFT_40"            46.10614   -9.93045    0.00000
 "LT.VPI26"            46.10614   -9.93045    0.00000
 "DRIFT_41"            46.51414  -10.39664    0.00000
 "LT.QFW70"            46.97614  -10.24143    0.00000
 "DRIFT_42"            50.00764   -4.76279    0.00000
 "LT.QDN75"            50.26264   -4.39640    0.00000
 "DRIFT_43"            51.10514   -3.48974    0.00000
 "LT.DHZ50"            51.10514   -3.48974    0.00000
 "LT.DVT50"            51.10514   -3.48974    0.00000
 "DRIFT_44"            51.73914   -2.80745    0.00000
 "LT.BCT40"            51.73914   -2.80745    0.00000
 "DRIFT_45"            52.22714   -2.28228    0.00000
 "LT.BPM50"            52.78314   -1.68394    0.00000
 "DRIFT_46"            53.47286   -0.94169    0.00000
 "ENDLT"               53.47286   -0.94169    0.00000
 "LT$END"              53.47286   -0.94169    0.00000
 "DRIFT_47"            53.47287   -0.94167    0.00000
 "LTB$START"           53.47287   -0.94167    0.00000
 "BEGLTB"              53.47287   -0.94167    0.00000
 "LT.BHZ30"            54.52432   -0.40406    0.00000
 "DRIFT_48"            55.21204   -0.44955    0.00000
 "LTB.DHZ10"           55.21204   -0.44955    0.00000
 "LTB.DVT10"           55.21204   -0.44955    0.00000
 "DRIFT_49"            55.74554   -0.48484    0.00000
 "LTB.STP10"           55.74554   -0.48484    0.00000
 "DRIFT_50"            56.13204   -0.51041    0.00000
 "LTB.VVS10"           56.13204   -0.51041    0.00000
 "DRIFT_51"            56.62954   -0.54332    0.00000
 "LTB.VPI11"           56.62954   -0.54332    0.00000
 "DRIFT_52"            58.16454   -0.64485    0.00000
 "LTB.QFN10"           58.41954   -0.63188    0.00000
 "DRIFT_19"            59.16454   -0.50740    0.00000
 "LTB.QDN20"           59.41954   -0.47526    0.00000
 "DRIFT_53"            59.73004   -0.44858    0.00000
 "LTB.MSF30"           59.73004   -0.44858    0.00000
 "DRIFT_54"            60.43754   -0.38781    0.00000
 "LTB.BPM10"           60.43754   -0.38781    0.00000
 "DRIFT_55"            60.80504   -0.35624    0.00000
 "LTB.BCT49"           60.80504   -0.35624    0.00000
 "DRIFT_56"            61.14204   -0.32729    0.00000
 "LTB.DHZ20"           61.14204   -0.32729    0.00000
 "LTB.DVT20"           61.14204   -0.32729    0.00000
 "DRIFT_57"            64.07104   -0.07569    0.00000
 "LTB.BCT50"           64.07104   -0.07569    0.00000
 "DRIFT_58"            64.58104   -0.03188    0.00000
 "LTB.BCT55"           64.58104   -0.03188    0.00000
 "DRIFT_59"            67.64204    0.23107    0.00000
 "LTB.BPM20"           67.64204    0.23107    0.00000
 "DRIFT_60"            68.14204    0.27402    0.00000
 "LTB.DHZ30"           68.14204    0.27402    0.00000
 "LTB.DVT30"           68.14204    0.27402    0.00000
 "DRIFT_61"            68.81154    0.33153    0.00000
 "LTB.QFW30"           69.27254    0.35350    0.00000
 "DRIFT_62"            69.81154    0.35814    0.00000
 "LTB.QDW40"           70.27254    0.38594    0.00000
 "DRIFT_63"            74.92104    0.91257    0.00000
 "LTB.BCT59"           74.92104    0.91257    0.00000
 "DRIFT_64"            75.46404    0.97409    0.00000
 "LTB.VPI12"           75.46404    0.97409    0.00000
 "DRIFT_65"            75.91404    1.02507    0.00000
 "LTB.VGR01"           75.91404    1.02507    0.00000
 "DRIFT_66"            77.98004    1.25912    0.00000
 "LTB.VPI13"           77.98004    1.25912    0.00000
 "DRIFT_67"            78.51004    1.31917    0.00000
 "LTB.MSF40"           78.51004    1.31917    0.00000
 "DRIFT_68"            78.94204    1.36811    0.00000
 "LTB.BCT60"           78.94204    1.36811    0.00000
 "DRIFT_69"            79.36154    1.41563    0.00000
 "LTB.QFW50"           79.82254    1.35443    0.00000
 "DRIFT_70"            80.66154    1.03958    0.00000
 "LTB.QDW60"           81.12254    0.95269    0.00000
 "DRIFT_69"            81.54204    0.94969    0.00000
 "LTB.DHZ40"           81.54204    0.94969    0.00000
 "LTB.DVT40"           81.54204    0.94969    0.00000
 "DRIFT_71"            82.04604    0.94609    0.00000
 "LTB.BPM30"           82.04604    0.94609    0.00000
 "DRIFT_72"            82.70804    0.94136    0.00000
 "ENDLTB"              82.70804    0.94136    0.00000
 "LTB$END"             82.70804    0.94136    0.00000
 "BI1$START"           82.70804    0.94136    0.00000
 "BEGBI"               82.70804    0.94136    0.00000
 "LTB.BHZ40"           83.60804    0.93493    0.00000
 "DRIFT_73"            84.28804    0.93007    0.00000
 "BI.VPI11"            84.28804    0.93007    0.00000
 "DRIFT_74"            89.27204    0.89446    0.00000
 "BI.DHZ10"            89.27204    0.89446    0.00000
 "BI.DVT10"            89.27204    0.89446    0.00000
 "DRIFT_75"            89.75904    0.89099    0.00000
 "BI.BPM00"            89.75904    0.89099    0.00000
 "DRIFT_76"            90.66104    0.88454    0.00000
 "BI.BTV10"            90.66104    0.88454    0.00000
 "DRIFT_77"            91.23704    0.88043    0.00000
 "BI.STPFA10"          91.23704    0.88043    0.00000
 "DRIFT_78"            94.46304    0.85738    0.00000
 "BI.STPSW10"          94.46304    0.85738    0.00000
 "DRIFT_79"            95.21204    0.85203    0.00000
 "BI.BPM10"            95.21204    0.85203    0.00000
 "DRIFT_80"            95.69204    0.84860    0.00000
 "BI.DHZ20"            95.69204    0.84860    0.00000
 "BI.DVT20"            95.69204    0.84860    0.00000
 "DRIFT_81"            96.10104    0.84568    0.00000
 "BI.QNO10"            96.56304    0.74303    0.00000
 "DRIFT_82"            97.10104    0.51261    0.00000
 "BI.QNO20"            97.56304    0.37798    0.00000
 "DRIFT_83"           104.41364   -0.77200    0.00000
 "BI.BPM20"           104.41364   -0.77200    0.00000
 "DRIFT_84"           104.86324   -0.84747    0.00000
 "BI.BCT10"           104.86324   -0.84747    0.00000
 "DRIFT_85"           105.24244   -0.91112    0.00000
 "BI.VVS10"           105.24244   -0.91112    0.00000
 "DRIFT_86"           105.32654   -0.92524    0.00000
 "BI.DVT30"           105.62154   -0.97476   -0.00079
 "DRIFT_87"           105.86504   -1.01563   -0.00210
 "BI.BTV20"           105.86504   -1.01563   -0.00210
 "DRIFT_88"           106.45174   -1.11411   -0.00525
 "BI.QNO30"           106.91374   -1.10408   -0.00884
 "DRIFT_89"           107.29405   -1.02394   -0.01278
 "BI.BPM30"           107.29405   -1.02394   -0.01278
 "DRIFT_90"           107.70120   -0.93814   -0.01700
 "BI.QNO40"           108.16320   -0.93733   -0.01805
 "DRIFT_91"           108.42405   -0.99137   -0.01650
 "BI.DIS0"            108.82405   -1.07423   -0.01414
 "DRIFT_92"           108.83405   -1.07631   -0.01408
 "BI1.DIS1"           109.23405   -1.15917   -0.00922
 "DRIFT_93"           109.24405   -1.16124   -0.00904
 "BI1.DIS2"           109.64406   -1.24411    0.00054
 "DRIFT_94"           109.65406   -1.24618    0.00084
 "BI1.DIS3"           110.05407   -1.32905    0.01501
 "DRIFT_95"           110.06407   -1.33112    0.01542
 "BI1.DIS4"           110.46411   -1.41398    0.03389
 "DRIFT_96"           110.64712   -1.45186    0.04325
 "BI1.DVT40"          110.97414   -1.51941    0.05644
 "DRIFT_97"           112.67569   -1.87128    0.10676
 "BI.VPI12"           112.67569   -1.87128    0.10676
 "DRIFT_98"           116.89381   -2.74356    0.23150
 "BI.BTV30"           116.89381   -2.74356    0.23150
 "DRIFT_99"           117.45632   -2.85989    0.24813
 "BI1.SMV10"          118.42137   -3.05123    0.52823
 "DRIFT_100"          118.59192   -3.08350    0.62211
 "BI.SMVHDP"          118.59192   -3.08350    0.62211
 "DRIFT_101"          121.37500   -3.61000    2.15396
 "BI1.BVT10"          122.09591   -3.69471    2.34867
 "DRIFT_102"          122.40425   -3.70594    2.34779
 "BI1.QNO50"          122.87025   -3.27425    2.64213
 "DRIFT_103"          123.15425   -2.74860    3.00905
 "BI1.QNO60"          123.62025   -2.24179    3.16873
 "DRIFT_104"          123.94525   -2.11985    2.96632
 "BI1.DHZ50"          123.94525   -2.11985    2.96632
 "BI1.DVT50"          123.94525   -2.11985    2.96632
 "DRIFT_105"          124.51225   -1.90711    2.61320
 "BI1.BPM40"          124.51225   -1.90711    2.61320
 "DRIFT_106"          125.69425   -1.46363    1.87705
 "BI1.BTV40"          125.69425   -1.46363    1.87705
 "DRIFT_107"          126.24075   -1.25858    1.53669
 "BI1.VPI14"          126.24075   -1.25858    1.53669
 "DRIFT_108"          126.63925   -1.10907    1.28851
 "BI1.BCT20"          126.63925   -1.10907    1.28851
 "DRIFT_109"          127.08525   -0.94173    1.01074
 "BI1.BPM50"          127.08525   -0.94173    1.01074
 "DRIFT_110"          127.60725   -0.74588    0.68564
 "BI1.VVS20"          127.60725   -0.74588    0.68564
 "DRIFT_111"          130.00725    0.15460   -0.80908
 "BI1.DHZ70"          130.00725    0.15460   -0.80908
 "BI1.DVT70"          130.00725    0.15460   -0.80908
 "DRIFT_112"          131.26445    0.62629   -1.59206
 "BI1.INJPT"          131.26445    0.62629   -1.59206
 "BI1$END"            131.26445    0.62629   -1.59206
 "LTLTBBI$END"        131.26445    0.62629   -1.59206
