@ NAME             %09s "PTC_TWISS"
 "LT.BEC1"              2.14700    0.00000    0.00000
 "DRIFT_5"              2.41000    0.00000    0.00000
 "LT.BCT10"             2.41000    0.00000    0.00000
 "DRIFT_6"              2.64950    0.00000    0.00000
 "LT.QDN12"             2.90450    0.00000    0.00000
 "DRIFT_7"              3.08900    0.00000    0.00000
 "LT.BHZ10"             3.59500    0.00000    0.00000
 "DRIFT_8"              5.48500    0.00000    0.00000
 "LT.VPI11"             5.48500    0.00000    0.00000
 "DRIFT_9"              7.33450    0.00000    0.00000
 "LT.QFN20"             7.58950    0.00000    0.00000
 "DRIFT_10"             7.84700    0.00000    0.00000
 "LT.BEC2"              7.84700    0.00000    0.00000
 "DRIFT_11"             8.33450    0.00000    0.00000
 "LT.QDN22"             8.58950    0.00000    0.00000
 "DRIFT_12"            11.72220    0.00000    0.00000
 "LT.DHZ20"            11.72220    0.00000    0.00000
 "LT.DVT20"            11.72220    0.00000    0.00000
 "DRIFT_13"            13.19450    0.00000    0.00000
 "LT.QFN30"            13.44950    0.00000    0.00000
 "DRIFT_14"            14.20450    0.00000    0.00000
 "LT.QDN32"            14.45950    0.00000    0.00000
 "DRIFT_15"            15.13200    0.00000    0.00000
 "LT.VPI2"             15.13200    0.00000    0.00000
 "DRIFT_16"            17.17750    0.00000    0.00000
 "LT.BPM20"            17.17750    0.00000    0.00000
 "DRIFT_17"            18.28200    0.00000    0.00000
 "LT.VGP11"            18.28200    0.00000    0.00000
 "DRIFT_18"            18.84450    0.00000    0.00000
 "LT.QFN40"            19.09950    0.00000    0.00000
 "DRIFT_19"            19.84450    0.00000    0.00000
 "LT.QDN42"            20.09950    0.00000    0.00000
 "DRIFT_20"            20.39200    0.00000    0.00000
 "LT.DHZ30"            20.39200    0.00000    0.00000
 "LT.DVT30"            20.39200    0.00000    0.00000
 "DRIFT_21"            20.99500    0.00000    0.00000
 "LT.BPM30"            20.99500    0.00000    0.00000
 "DRIFT_22"            21.74700    0.00000    0.00000
 "LT.CDB10"            21.74700    0.00000    0.00000
 "DRIFT_23"            22.69250    0.00000    0.00000
 "LT.BCT20"            22.69250    0.00000    0.00000
 "DRIFT_24"            23.48437    0.00000    0.00000
 "LT.BHZ20"            24.53277    0.00000    0.00000
 "DRIFT_25"            25.26713    0.00000    0.00000
 "LT.VGP12"            25.26713    0.00000    0.00000
 "DRIFT_26"            26.11513    0.00000    0.00000
 "LT.STP10"            26.11513    0.00000    0.00000
 "DRIFT_27"            29.36513    0.00000    0.00000
 "LT.BEC3"             29.36513    0.00000    0.00000
 "DRIFT_28"            30.50763    0.00000    0.00000
 "LT.QFN50"            30.76263    0.00000    0.00000
 "DRIFT_29"            31.58513    0.00000    0.00000
 "LT.VPI14"            31.58513    0.00000    0.00000
 "DRIFT_30"            32.00513    0.00000    0.00000
 "LT.BEC4"             32.00513    0.00000    0.00000
 "DRIFT_31"            32.36613    0.00000    0.00000
 "LT.BCT30"            32.36613    0.00000    0.00000
 "DRIFT_32"            32.88513    0.00000    0.00000
 "LT.DHZ40"            32.88513    0.00000    0.00000
 "LT.DVT40"            32.88513    0.00000    0.00000
 "DRIFT_33"            34.04513    0.00000    0.00000
 "LT.BPM40"            34.04513    0.00000    0.00000
 "DRIFT_34"            34.70763    0.00000    0.00000
 "LT.QDN55"            34.96263    0.00000    0.00000
 "DRIFT_35"            35.19714    0.00000    0.00000
 "LT.VVS20"            35.19714    0.00000    0.00000
 "DRIFT_36"            39.57764    0.00000    0.00000
 "LT.QFN60"            39.83264    0.00000    0.00000
 "DRIFT_37"            41.48564    0.00000    0.00000
 "LT.QDN65"            41.74064    0.00000    0.00000
 "DRIFT_38"            42.01042    0.00000    0.00000
 "LT.BHZ25"            42.41586    0.00000    0.00000
 "DRIFT_39"            43.51014    0.00000    0.00000
 "LT.VPI25"            43.51014    0.00000    0.00000
 "DRIFT_40"            46.10614    0.00000    0.00000
 "LT.VPI26"            46.10614    0.00000    0.00000
 "DRIFT_41"            46.51414    0.00000    0.00000
 "LT.QFW70"            46.97614    0.00000    0.00000
 "DRIFT_42"            50.00764    0.00000    0.00000
 "LT.QDN75"            50.26264    0.00000    0.00000
 "DRIFT_43"            51.10514    0.00000    0.00000
 "LT.DHZ50"            51.10514    0.00000    0.00000
 "LT.DVT50"            51.10514    0.00000    0.00000
 "DRIFT_44"            51.73914    0.00000    0.00000
 "LT.BCT40"            51.73914    0.00000    0.00000
 "DRIFT_45"            52.22714    0.00000    0.00000
 "LT.BPM50"            52.78314    0.00000    0.00000
 "DRIFT_46"            53.47286    0.00000    0.00000
 "ENDLT"               53.47286    0.00000    0.00000
 "LT$END"              53.47286    0.00000    0.00000
 "DRIFT_47"            53.47287    0.00000    0.00000
 "LTB$START"           53.47287    0.00000    0.00000
 "BEGLTB"              53.47287    0.00000    0.00000
 "LT.BHZ30"            54.52432    0.00000    0.00000
 "DRIFT_48"            55.21204    0.00000    0.00000
 "LTB.DHZ10"           55.21204    0.00000    0.00000
 "LTB.DVT10"           55.21204    0.00000    0.00000
 "DRIFT_49"            55.74554    0.00000    0.00000
 "LTB.STP10"           55.74554    0.00000    0.00000
 "DRIFT_50"            56.13204    0.00000    0.00000
 "LTB.VVS10"           56.13204    0.00000    0.00000
 "DRIFT_51"            56.62954    0.00000    0.00000
 "LTB.VPI11"           56.62954    0.00000    0.00000
 "DRIFT_52"            58.16454    0.00000    0.00000
 "LTB.QFN10"           58.41954    0.00000    0.00000
 "DRIFT_19"            59.16454    0.00000    0.00000
 "LTB.QDN20"           59.41954    0.00000    0.00000
 "DRIFT_53"            59.73004    0.00000    0.00000
 "LTB.MSF30"           59.73004    0.00000    0.00000
 "DRIFT_54"            60.43754    0.00000    0.00000
 "LTB.BPM10"           60.43754    0.00000    0.00000
 "DRIFT_55"            60.80504    0.00000    0.00000
 "LTB.BCT49"           60.80504    0.00000    0.00000
 "DRIFT_56"            61.14204    0.00000    0.00000
 "LTB.DHZ20"           61.14204    0.00000    0.00000
 "LTB.DVT20"           61.14204    0.00000    0.00000
 "DRIFT_57"            64.07104   -0.00146    0.00000
 "LTB.BCT50"           64.07104   -0.00146    0.00000
 "DRIFT_58"            64.58104   -0.00172    0.00000
 "LTB.BCT55"           64.58104   -0.00172    0.00000
 "DRIFT_59"            67.64204   -0.00325    0.00000
 "LTB.BPM20"           67.64204   -0.00325    0.00000
 "DRIFT_60"            68.14204   -0.00350    0.00000
 "LTB.DHZ30"           68.14204   -0.00350    0.00000
 "LTB.DVT30"           68.14204   -0.00350    0.00000
 "DRIFT_61"            68.81154   -0.00383    0.00000
 "LTB.QFW30"           69.27254   -0.00387    0.00000
 "DRIFT_62"            69.81154   -0.00367    0.00000
 "LTB.QDW40"           70.27254   -0.00374    0.00000
 "DRIFT_63"            74.92104   -0.00686    0.00000
 "LTB.BCT59"           74.92104   -0.00686    0.00000
 "DRIFT_64"            75.46404   -0.00723    0.00000
 "LTB.VPI12"           75.46404   -0.00723    0.00000
 "DRIFT_65"            75.91404   -0.00753    0.00000
 "LTB.VGR01"           75.91404   -0.00753    0.00000
 "DRIFT_66"            77.98004   -0.00892    0.00000
 "LTB.VPI13"           77.98004   -0.00892    0.00000
 "DRIFT_67"            78.51004   -0.00928    0.00000
 "LTB.MSF40"           78.51004   -0.00928    0.00000
 "DRIFT_68"            78.94204   -0.00957    0.00000
 "LTB.BCT60"           78.94204   -0.00957    0.00000
 "DRIFT_69"            79.36154   -0.00985    0.00000
 "LTB.QFW50"           79.82254   -0.00937    0.00000
 "DRIFT_70"            80.66154   -0.00709    0.00000
 "LTB.QDW60"           81.12254   -0.00642    0.00000
 "DRIFT_69"            81.54204   -0.00633    0.00000
 "LTB.DHZ40"           81.54204   -0.00633    0.00000
 "LTB.DVT40"           81.54204   -0.00633    0.00000
 "DRIFT_71"            82.04604   -0.00622    0.00000
 "LTB.BPM30"           82.04604   -0.00622    0.00000
 "DRIFT_72"            82.70804   -0.00608    0.00000
 "ENDLTB"              82.70804   -0.00608    0.00000
 "LTB$END"             82.70804   -0.00608    0.00000
 "BI3$START"           82.70804   -0.00608    0.00000
 "BEGBI"               82.70804   -0.00608    0.00000
 "LTB.BHZ40"           83.60804   -0.00588    0.00000
 "DRIFT_73"            84.28804   -0.00573    0.00000
 "BI.VPI11"            84.28804   -0.00573    0.00000
 "DRIFT_74"            89.27204   -0.00463    0.00000
 "BI.DHZ10"            89.27204   -0.00463    0.00000
 "BI.DVT10"            89.27204   -0.00463    0.00000
 "DRIFT_75"            89.75904   -0.00452    0.00000
 "BI.BPM00"            89.75904   -0.00452    0.00000
 "DRIFT_76"            90.66104   -0.00433    0.00000
 "BI.BTV10"            90.66104   -0.00433    0.00000
 "DRIFT_77"            91.23704   -0.00420    0.00000
 "BI.STPFA10"          91.23704   -0.00420    0.00000
 "DRIFT_78"            94.46304   -0.00349    0.00000
 "BI.STPSW10"          94.46304   -0.00349    0.00000
 "DRIFT_79"            95.21204   -0.00333    0.00000
 "BI.BPM10"            95.21204   -0.00333    0.00000
 "DRIFT_80"            95.69204   -0.00322    0.00000
 "BI.DHZ20"            95.69204   -0.00322    0.00000
 "BI.DVT20"            95.69204   -0.00322    0.00000
 "DRIFT_81"            96.10104   -0.00313    0.00000
 "BI.QNO10"            96.56304   -0.00266    0.00000
 "DRIFT_82"            97.10104   -0.00172    0.00000
 "BI.QNO20"            97.56304   -0.00111    0.00000
 "DRIFT_83"           104.41364    0.00524    0.00000
 "BI.BPM20"           104.41364    0.00524    0.00000
 "DRIFT_84"           104.86324    0.00566    0.00000
 "BI.BCT10"           104.86324    0.00566    0.00000
 "DRIFT_85"           105.24244    0.00601    0.00000
 "BI.VVS10"           105.24244    0.00601    0.00000
 "DRIFT_86"           105.32654    0.00609    0.00000
 "BI.DVT30"           105.62154    0.00636    0.00000
 "DRIFT_87"           105.86504    0.00659    0.00000
 "BI.BTV20"           105.86504    0.00659    0.00000
 "DRIFT_88"           106.45174    0.00713    0.00000
 "BI.QNO30"           106.91374    0.00813   -0.00000
 "DRIFT_89"           107.29405    0.00945    0.00000
 "BI.BPM30"           107.29405    0.00945    0.00000
 "DRIFT_90"           107.70120    0.01086    0.00000
 "BI.QNO40"           108.16320    0.01129    0.00000
 "DRIFT_91"           108.42405    0.01086    0.00000
 "BI.DIS0"            108.82405    0.01020    0.00000
 "DRIFT_92"           108.83405    0.01018    0.00000
 "BI3.DIS1"           109.23405    0.00953    0.00000
 "DRIFT_92"           109.24405    0.00951    0.00000
 "BI3.DIS2"           109.64405    0.00885    0.00000
 "DRIFT_93"           109.65405    0.00884    0.00000
 "BI3.DIS3"           110.05405    0.00818    0.00000
 "DRIFT_94"           110.06405    0.00816    0.00000
 "BI3.DIS4"           110.46405    0.00750    0.00000
 "DRIFT_95"           110.64706    0.00720    0.00000
 "BI3.DVT40"          110.97406    0.00666    0.00000
 "DRIFT_96"           112.67556    0.00386    0.00000
 "BI.VPI12"           112.67556    0.00386    0.00000
 "DRIFT_97"           116.89356   -0.00309    0.00000
 "BI.BTV30"           116.89356   -0.00309    0.00000
 "DRIFT_98"           118.58406   -0.00587    0.00000
 "BI.SMVHDP"          118.58406   -0.00587    0.00000
 "DRIFT_99"           118.80206   -0.00623    0.00000
 "BI3.SMV10"          119.76206   -0.00781    0.00000
 "DRIFT_100"          121.32488   -0.01039    0.00001
 "BI3.BVT10"          122.04325   -0.01157    0.00001
 "DRIFT_101"          122.35106   -0.01208    0.00001
 "BI3.QNO50"          122.81706   -0.01125    0.00001
 "DRIFT_102"          123.10106   -0.00980    0.00001
 "BI3.QNO60"          123.56706   -0.00875    0.00001
 "DRIFT_103"          123.89206   -0.00891    0.00001
 "BI3.DHZ50"          123.89206   -0.00891    0.00001
 "BI3.DVT50"          123.89206   -0.00891    0.00001
 "DRIFT_104"          124.45906   -0.00919    0.00001
 "BI3.BPM40"          124.45906   -0.00919    0.00001
 "DRIFT_105"          125.64106   -0.00977    0.00001
 "BI3.BTV40"          125.64106   -0.00977    0.00001
 "DRIFT_106"          126.18756   -0.01004    0.00001
 "BI3.VPI14"          126.18756   -0.01004    0.00001
 "DRIFT_107"          126.58606   -0.01024    0.00000
 "BI3.BCT20"          126.58606   -0.01024    0.00000
 "DRIFT_108"          127.03206   -0.01046    0.00000
 "BI3.BPM50"          127.03206   -0.01046    0.00000
 "DRIFT_109"          127.55406   -0.01072    0.00000
 "BI3.VVS20"          127.55406   -0.01072    0.00000
 "DRIFT_110"          129.95406   -0.01190    0.00000
 "BI3.DHZ70"          129.95406   -0.01190    0.00000
 "BI3.DVT70"          129.95406   -0.01190    0.00000
 "DRIFT_111"          131.21126   -0.01251   -0.00000
 "BI3.INJPT"          131.21126   -0.01251   -0.00000
 "BI3$END"            131.21126   -0.01251   -0.00000
 "LTLTBBI$END"        131.21126   -0.01251   -0.00000
