@ NAME             %09s "PTC_TWISS"
 "LT.BEC1"              2.14700    0.00000    0.00000
 "DRIFT_5"              2.41000    0.00000    0.00000
 "LT.BCT10"             2.41000    0.00000    0.00000
 "DRIFT_6"              2.64950    0.00000    0.00000
 "LT.QDN12"             2.90450    0.00000    0.00000
 "DRIFT_7"              3.08900    0.00000    0.00000
 "LT.BHZ10"             3.59500    0.00000    0.00000
 "DRIFT_8"              5.48500    0.00000    0.00000
 "LT.VPI11"             5.48500    0.00000    0.00000
 "DRIFT_9"              7.33450    0.00000    0.00000
 "LT.QFN20"             7.58950    0.00000    0.00000
 "DRIFT_10"             7.84700    0.00000    0.00000
 "LT.BEC2"              7.84700    0.00000    0.00000
 "DRIFT_11"             8.33450    0.00000    0.00000
 "LT.QDN22"             8.58950    0.00000    0.00000
 "DRIFT_12"            11.72220    0.00000    0.00000
 "LT.DHZ20"            11.72220    0.00000    0.00000
 "LT.DVT20"            11.72220    0.00000    0.00000
 "DRIFT_13"            13.19450    0.00000    0.00000
 "LT.QFN30"            13.44950    0.00000    0.00000
 "DRIFT_14"            14.20450    0.00000    0.00000
 "LT.QDN32"            14.45950    0.00000    0.00000
 "DRIFT_15"            15.13200    0.00000    0.00000
 "LT.VPI2"             15.13200    0.00000    0.00000
 "DRIFT_16"            17.17750    0.00000    0.00000
 "LT.BPM20"            17.17750    0.00000    0.00000
 "DRIFT_17"            18.28200    0.00000    0.00000
 "LT.VGP11"            18.28200    0.00000    0.00000
 "DRIFT_18"            18.84450    0.00000    0.00000
 "LT.QFN40"            19.09950    0.00000    0.00000
 "DRIFT_19"            19.84450    0.00000    0.00000
 "LT.QDN42"            20.09950    0.00000    0.00000
 "DRIFT_20"            20.39200    0.00000    0.00000
 "LT.DHZ30"            20.39200    0.00000    0.00000
 "LT.DVT30"            20.39200    0.00000    0.00000
 "DRIFT_21"            20.99500    0.00000    0.00000
 "LT.BPM30"            20.99500    0.00000    0.00000
 "DRIFT_22"            21.74700    0.00000    0.00000
 "LT.CDB10"            21.74700    0.00000    0.00000
 "DRIFT_23"            22.69250    0.00000    0.00000
 "LT.BCT20"            22.69250    0.00000    0.00000
 "DRIFT_24"            23.48437    0.00000    0.00000
 "LT.BHZ20"            24.53277    0.00000    0.00000
 "DRIFT_25"            25.26713    0.00000    0.00000
 "LT.VGP12"            25.26713    0.00000    0.00000
 "DRIFT_26"            26.11513    0.00000    0.00000
 "LT.STP10"            26.11513    0.00000    0.00000
 "DRIFT_27"            29.36513    0.00000    0.00000
 "LT.BEC3"             29.36513    0.00000    0.00000
 "DRIFT_28"            30.50763    0.00000    0.00000
 "LT.QFN50"            30.76263    0.00000    0.00000
 "DRIFT_29"            31.58513    0.00000    0.00000
 "LT.VPI14"            31.58513    0.00000    0.00000
 "DRIFT_30"            32.00513    0.00000    0.00000
 "LT.BEC4"             32.00513    0.00000    0.00000
 "DRIFT_31"            32.36613    0.00000    0.00000
 "LT.BCT30"            32.36613    0.00000    0.00000
 "DRIFT_32"            32.88513    0.00000    0.00000
 "LT.DHZ40"            32.88513    0.00000    0.00000
 "LT.DVT40"            32.88513    0.00000    0.00000
 "DRIFT_33"            34.04513    0.00000    0.00000
 "LT.BPM40"            34.04513    0.00000    0.00000
 "DRIFT_34"            34.70763    0.00000    0.00000
 "LT.QDN55"            34.96263    0.00000    0.00000
 "DRIFT_35"            35.19714    0.00000    0.00000
 "LT.VVS20"            35.19714    0.00000    0.00000
 "DRIFT_36"            39.57764    0.00000    0.00000
 "LT.QFN60"            39.83264    0.00000    0.00000
 "DRIFT_37"            41.48564    0.00000    0.00000
 "LT.QDN65"            41.74064    0.00000    0.00000
 "DRIFT_38"            42.01042    0.00000    0.00000
 "LT.BHZ25"            42.41586    0.00000    0.00000
 "DRIFT_39"            43.51014    0.00000    0.00000
 "LT.VPI25"            43.51014    0.00000    0.00000
 "DRIFT_40"            46.10614    0.00000    0.00000
 "LT.VPI26"            46.10614    0.00000    0.00000
 "DRIFT_41"            46.51414    0.00000    0.00000
 "LT.QFW70"            46.97614    0.00000    0.00000
 "DRIFT_42"            50.00764    0.00000    0.00000
 "LT.QDN75"            50.26264    0.00000    0.00000
 "DRIFT_43"            51.10514    0.00000    0.00000
 "LT.DHZ50"            51.10514    0.00000    0.00000
 "LT.DVT50"            51.10514    0.00000    0.00000
 "DRIFT_44"            51.73914    0.00000    0.00000
 "LT.BCT40"            51.73914    0.00000    0.00000
 "DRIFT_45"            52.22714    0.00000    0.00000
 "LT.BPM50"            52.78314    0.00000    0.00000
 "DRIFT_46"            53.47286    0.00000    0.00000
 "ENDLT"               53.47286    0.00000    0.00000
 "LT$END"              53.47286    0.00000    0.00000
 "DRIFT_47"            53.47287    0.00000    0.00000
 "LTB$START"           53.47287    0.00000    0.00000
 "BEGLTB"              53.47287    0.00000    0.00000
 "LT.BHZ30"            54.52432    0.00000    0.00000
 "DRIFT_48"            55.21204    0.00000    0.00000
 "LTB.DHZ10"           55.21204    0.00000    0.00000
 "LTB.DVT10"           55.21204    0.00000    0.00000
 "DRIFT_49"            55.74554    0.00027    0.00000
 "LTB.STP10"           55.74554    0.00027    0.00000
 "DRIFT_50"            56.13204    0.00046    0.00000
 "LTB.VVS10"           56.13204    0.00046    0.00000
 "DRIFT_51"            56.62954    0.00071    0.00000
 "LTB.VPI11"           56.62954    0.00071    0.00000
 "DRIFT_52"            58.16454    0.00148    0.00000
 "LTB.QFN10"           58.41954    0.00153    0.00000
 "DRIFT_19"            59.16454    0.00150    0.00000
 "LTB.QDN20"           59.41954    0.00152    0.00000
 "DRIFT_53"            59.73004    0.00158    0.00000
 "LTB.MSF30"           59.73004    0.00158    0.00000
 "DRIFT_54"            60.43754    0.00172    0.00000
 "LTB.BPM10"           60.43754    0.00172    0.00000
 "DRIFT_55"            60.80504    0.00179    0.00000
 "LTB.BCT49"           60.80504    0.00179    0.00000
 "DRIFT_56"            61.14204    0.00186    0.00000
 "LTB.DHZ20"           61.14204    0.00186    0.00000
 "LTB.DVT20"           61.14204    0.00186    0.00000
 "DRIFT_57"            64.07104    0.00244    0.00000
 "LTB.BCT50"           64.07104    0.00244    0.00000
 "DRIFT_58"            64.58104    0.00254    0.00000
 "LTB.BCT55"           64.58104    0.00254    0.00000
 "DRIFT_59"            67.64204    0.00315    0.00000
 "LTB.BPM20"           67.64204    0.00315    0.00000
 "DRIFT_60"            68.14204    0.00325    0.00000
 "LTB.DHZ30"           68.14204    0.00325    0.00000
 "LTB.DVT30"           68.14204    0.00325    0.00000
 "DRIFT_61"            68.81154    0.00338    0.00000
 "LTB.QFW30"           69.27254    0.00330    0.00000
 "DRIFT_62"            69.81154    0.00300    0.00000
 "LTB.QDW40"           70.27254    0.00294    0.00000
 "DRIFT_63"            74.92104    0.00424    0.00000
 "LTB.BCT59"           74.92104    0.00424    0.00000
 "DRIFT_64"            75.46404    0.00440    0.00000
 "LTB.VPI12"           75.46404    0.00440    0.00000
 "DRIFT_65"            75.91404    0.00452    0.00000
 "LTB.VGR01"           75.91404    0.00452    0.00000
 "DRIFT_66"            77.98004    0.00510    0.00000
 "LTB.VPI13"           77.98004    0.00510    0.00000
 "DRIFT_67"            78.51004    0.00525    0.00000
 "LTB.MSF40"           78.51004    0.00525    0.00000
 "DRIFT_68"            78.94204    0.00537    0.00000
 "LTB.BCT60"           78.94204    0.00537    0.00000
 "DRIFT_69"            79.36154    0.00549    0.00000
 "LTB.QFW50"           79.82254    0.00518    0.00000
 "DRIFT_70"            80.66154    0.00384    0.00000
 "LTB.QDW60"           81.12254    0.00341    0.00000
 "DRIFT_69"            81.54204    0.00330    0.00000
 "LTB.DHZ40"           81.54204    0.00330    0.00000
 "LTB.DVT40"           81.54204    0.00330    0.00000
 "DRIFT_71"            82.04604    0.00317    0.00000
 "LTB.BPM30"           82.04604    0.00317    0.00000
 "DRIFT_72"            82.70804    0.00300    0.00000
 "ENDLTB"              82.70804    0.00300    0.00000
 "LTB$END"             82.70804    0.00300    0.00000
 "BI1$START"           82.70804    0.00300    0.00000
 "BEGBI"               82.70804    0.00300    0.00000
 "LTB.BHZ40"           83.60804    0.00276    0.00000
 "DRIFT_73"            84.28804    0.00259    0.00000
 "BI.VPI11"            84.28804    0.00259    0.00000
 "DRIFT_74"            89.27204    0.00128    0.00000
 "BI.DHZ10"            89.27204    0.00128    0.00000
 "BI.DVT10"            89.27204    0.00128    0.00000
 "DRIFT_75"            89.75904    0.00116    0.00000
 "BI.BPM00"            89.75904    0.00116    0.00000
 "DRIFT_76"            90.66104    0.00092    0.00000
 "BI.BTV10"            90.66104    0.00092    0.00000
 "DRIFT_77"            91.23704    0.00077    0.00000
 "BI.STPFA10"          91.23704    0.00077    0.00000
 "DRIFT_78"            94.46304   -0.00008    0.00000
 "BI.STPSW10"          94.46304   -0.00008    0.00000
 "DRIFT_79"            95.21204   -0.00027    0.00000
 "BI.BPM10"            95.21204   -0.00027    0.00000
 "DRIFT_80"            95.69204   -0.00040    0.00000
 "BI.DHZ20"            95.69204   -0.00040    0.00000
 "BI.DVT20"            95.69204   -0.00040    0.00000
 "DRIFT_81"            96.10104   -0.00050    0.00000
 "BI.QNO10"            96.56304   -0.00056    0.00000
 "DRIFT_82"            97.10104   -0.00055    0.00000
 "BI.QNO20"            97.56304   -0.00062    0.00000
 "DRIFT_83"           104.41364   -0.00281    0.00000
 "BI.BPM20"           104.41364   -0.00281    0.00000
 "DRIFT_84"           104.86324   -0.00296    0.00000
 "BI.BCT10"           104.86324   -0.00296    0.00000
 "DRIFT_85"           105.24244   -0.00308    0.00000
 "BI.VVS10"           105.24244   -0.00308    0.00000
 "DRIFT_86"           105.32654   -0.00311    0.00000
 "BI.DVT30"           105.62154   -0.00320    0.00000
 "DRIFT_87"           105.86504   -0.00328    0.00000
 "BI.BTV20"           105.86504   -0.00328    0.00000
 "DRIFT_88"           106.45174   -0.00347    0.00000
 "BI.QNO30"           106.91374   -0.00389   -0.00000
 "DRIFT_89"           107.29405   -0.00448    0.00000
 "BI.BPM30"           107.29405   -0.00448    0.00000
 "DRIFT_90"           107.70120   -0.00511    0.00000
 "BI.QNO40"           108.16320   -0.00527    0.00000
 "DRIFT_91"           108.42405   -0.00505    0.00000
 "BI.DIS0"            108.82405   -0.00471    0.00000
 "DRIFT_92"           108.83405   -0.00470    0.00000
 "BI1.DIS1"           109.23405   -0.00436    0.00000
 "DRIFT_93"           109.24405   -0.00435    0.00000
 "BI1.DIS2"           109.64406   -0.00401    0.00000
 "DRIFT_94"           109.65406   -0.00400    0.00000
 "BI1.DIS3"           110.05407   -0.00366    0.00000
 "DRIFT_95"           110.06407   -0.00365    0.00000
 "BI1.DIS4"           110.46411   -0.00331    0.00000
 "DRIFT_96"           110.64712   -0.00316    0.00000
 "BI1.DVT40"          110.97414   -0.00288    0.00000
 "DRIFT_97"           112.67569   -0.00143    0.00000
 "BI.VPI12"           112.67569   -0.00143    0.00000
 "DRIFT_98"           116.89381    0.00216    0.00000
 "BI.BTV30"           116.89381    0.00216    0.00000
 "DRIFT_99"           117.45632    0.00264    0.00000
 "BI1.SMV10"          118.42137    0.00346    0.00000
 "DRIFT_100"          118.59192    0.00360    0.00000
 "BI.SMVHDP"          118.59192    0.00360    0.00000
 "DRIFT_101"          121.37500    0.00592    0.00000
 "BI1.BVT10"          122.09591    0.00643    0.00000
 "DRIFT_102"          122.40425    0.00661    0.00000
 "BI1.QNO50"          122.87025    0.00607    0.00000
 "DRIFT_103"          123.15425    0.00526    0.00000
 "BI1.QNO60"          123.62025    0.00462    0.00000
 "DRIFT_104"          123.94525    0.00465    0.00000
 "BI1.DHZ50"          123.94525    0.00465    0.00000
 "BI1.DVT50"          123.94525    0.00465    0.00000
 "DRIFT_105"          124.51225    0.00469    0.00000
 "BI1.BPM40"          124.51225    0.00469    0.00000
 "DRIFT_106"          125.69425    0.00477    0.00000
 "BI1.BTV40"          125.69425    0.00477    0.00000
 "DRIFT_107"          126.24075    0.00480    0.00000
 "BI1.VPI14"          126.24075    0.00480    0.00000
 "DRIFT_108"          126.63925    0.00483    0.00000
 "BI1.BCT20"          126.63925    0.00483    0.00000
 "DRIFT_109"          127.08525    0.00486    0.00000
 "BI1.BPM50"          127.08525    0.00486    0.00000
 "DRIFT_110"          127.60725    0.00490    0.00000
 "BI1.VVS20"          127.60725    0.00490    0.00000
 "DRIFT_111"          130.00725    0.00506   -0.00000
 "BI1.DHZ70"          130.00725    0.00506   -0.00000
 "BI1.DVT70"          130.00725    0.00506   -0.00000
 "DRIFT_112"          131.26445    0.00515   -0.00000
 "BI1.INJPT"          131.26445    0.00515   -0.00000
 "BI1$END"            131.26445    0.00515   -0.00000
 "LTLTBBI$END"        131.26445    0.00515   -0.00000
